t,ex,ey,eyaw
8.925000,0.004,-0.000,0.00107
9.066000,0.003,-0.000,0.00068
9.266000,0.003,-0.000,-0.00082
9.466000,0.002,-0.000,-0.00154
9.668000,0.002,-0.000,-0.00204
9.804000,0.001,-0.000,-0.00203
9.973000,0.001,-0.000,-0.00123
10.169000,0.000,-0.000,-0.00203
10.421000,-0.000,-0.000,-0.00140
10.571000,-0.001,-0.000,0.00026
10.826000,-0.001,-0.000,0.00081
11.067000,-0.002,-0.000,-0.00230
11.266000,-0.002,-0.000,0.00176
11.471000,-0.003,-0.000,0.00078
11.687000,-0.003,-0.000,0.00152
11.966000,-0.004,-0.000,0.00045
12.167000,-0.004,-0.000,0.00064
12.365000,-0.005,-0.000,0.00156
12.566000,-0.005,-0.000,0.00045
12.678000,-0.006,-0.000,0.00062
12.874000,-0.006,-0.000,0.00168
13.167000,-0.007,-0.000,0.00105
13.372000,-0.007,-0.000,0.00106
13.571000,-0.008,-0.000,0.00309
13.772000,-0.008,-0.000,0.00319
14.066000,-0.009,-0.000,-0.00076
14.268000,-0.010,-0.000,0.00113
14.469000,-0.010,-0.000,-0.00172
14.663000,-0.011,-0.000,-0.00168
14.868000,-0.011,-0.000,-0.00290
15.069000,-0.012,-0.000,-0.00361
15.369000,-0.012,-0.000,-0.00371
15.570000,-0.013,-0.000,-0.00338
15.769000,-0.013,-0.000,-0.00185
16.065000,-0.014,-0.000,-0.00106
16.266000,-0.014,-0.000,-0.00080
16.467000,-0.015,-0.000,-0.00069
16.660000,-0.015,-0.000,-0.00339
16.863000,-0.016,-0.000,-0.00236
17.066000,-0.016,-0.000,-0.00483
17.266000,-0.017,-0.000,-0.00427
17.444000,-0.017,-0.000,-0.00437
17.670000,-0.018,-0.000,-0.00306
17.890000,-0.018,-0.000,-0.00310
18.135000,-0.019,-0.000,-0.00561
18.357000,-0.019,-0.000,-0.00715
18.562000,-0.020,-0.000,-0.00661
18.770000,-0.020,-0.000,-0.00431
18.967000,-0.021,-0.000,-0.00163
19.264000,-0.021,-0.000,-0.00196
19.429000,-0.022,-0.000,-0.00145
19.565000,-0.022,-0.000,-0.00159
19.805000,-0.019,-0.000,-0.00060
20.114000,0.007,-0.000,-0.00151
20.367000,0.047,-0.000,-0.00091
20.570000,0.091,-0.000,-0.00110
20.767000,0.144,-0.000,0.00026
21.050000,0.241,-0.000,0.00251
21.270000,0.331,-0.000,0.00161
21.465000,0.424,-0.000,-0.00070
21.721000,0.558,-0.000,0.00020
21.965000,0.710,-0.000,0.00088
22.169000,0.842,-0.000,0.00390
22.370000,0.986,-0.000,0.00406
22.541000,1.115,-0.000,0.00342
22.671000,1.216,-0.000,0.00165
22.770000,1.299,-0.000,0.00361
22.868000,1.375,0.000,0.00239
22.967000,1.458,0.000,0.00373
23.168000,1.646,0.000,0.00534
23.269000,1.737,0.000,0.00457
23.469000,1.941,0.000,0.00283
23.534000,1.999,0.000,0.00269
23.665000,2.140,0.001,0.00340
23.772000,2.250,0.001,0.00033
23.867000,2.350,0.001,-0.00332
24.065000,2.588,0.001,-0.00354
24.166000,2.695,0.001,-0.00051
24.367000,2.956,0.001,-0.00258
24.469000,3.077,0.001,-0.00195
24.567000,3.201,0.001,-0.00174
24.702000,3.379,0.001,-0.00239
24.867000,3.608,0.001,-0.00143
24.988000,3.774,0.001,-0.00152
25.109000,3.943,0.001,-0.00330
25.254000,4.157,0.001,-0.00272
25.366000,4.325,0.001,-0.00138
25.483000,4.497,0.001,-0.00232
25.665000,4.795,0.001,-0.00078
25.771000,4.949,0.001,-0.00338
25.869000,5.105,0.001,-0.00277
25.942000,5.217,0.001,-0.00235
26.022000,5.340,0.001,-0.00219
26.148000,5.550,0.001,-0.00355
26.290000,5.793,0.001,-0.00322
26.368000,5.922,0.001,0.00026
26.467000,6.093,0.001,0.00035
26.567000,6.266,0.001,0.00117
26.668000,6.442,0.001,0.00091
26.713000,6.506,0.002,0.00178
26.847000,6.770,0.002,0.00207
26.967000,6.984,0.002,0.00160
27.067000,7.170,0.002,0.00312
27.068000,7.179,0.002,0.00309
27.165000,7.345,0.002,0.00335
27.268000,7.546,0.002,0.00425
27.304000,7.593,0.003,0.00601
27.369000,7.707,0.003,0.00720
27.466000,7.902,0.003,0.00780
27.613000,8.204,0.004,0.00660
27.742000,8.475,0.004,0.00741
27.870000,8.739,0.004,0.00650
27.917000,8.825,0.005,0.01084
27.969000,8.911,0.005,0.01506
28.068000,9.120,0.006,0.01668
28.167000,9.332,0.007,0.01653
28.269000,9.546,0.007,0.01675
28.368000,9.762,0.008,0.01586
28.493000,10.045,0.009,0.01590
28.569000,10.202,0.010,0.01693
28.670000,10.425,0.010,0.01469
28.770000,10.651,0.011,0.01697
28.869000,10.879,0.012,0.01977
28.930000,11.001,0.012,0.01589
29.068000,11.342,0.013,0.01690
29.191000,11.646,0.014,0.01465
29.386000,12.149,0.011,0.01087
29.566000,12.618,-0.023,-0.02593
29.667000,12.862,-0.049,-0.04616
29.770000,13.121,-0.083,-0.06094
29.966000,13.641,-0.163,-0.09873
30.166000,14.180,-0.270,-0.13498
30.269000,14.428,-0.332,-0.15503
30.369000,14.677,-0.401,-0.17334
30.519000,15.075,-0.508,-0.19385
30.669000,15.479,-0.606,-0.19199
30.866000,16.029,-0.723,-0.17773
30.972000,16.326,-0.772,-0.15730
31.075000,16.612,-0.812,-0.13746
31.269000,17.173,-0.868,-0.09897
31.367000,17.450,-0.899,-0.09364
31.503000,17.842,-0.948,-0.09432
31.670000,18.332,-1.043,-0.13014
31.776000,18.622,-1.135,-0.17463
31.969000,19.175,-1.374,-0.29133
32.068000,19.412,-1.534,-0.36180
32.171000,19.631,-1.735,-0.45761
32.268000,19.788,-1.942,-0.55381
32.371000,19.920,-2.169,-0.64994
32.473000,20.028,-2.409,-0.74366
32.620000,20.145,-2.740,-0.86464
32.771000,20.220,-3.086,-0.98304
32.868000,20.231,-3.291,-1.04854
32.970000,20.229,-3.500,-1.11161
33.062000,20.223,-3.693,-1.16169
33.076000,20.206,-3.720,-1.16579
33.165000,20.197,-3.887,-1.19646
33.268000,20.196,-4.093,-1.22291
33.365000,20.198,-4.280,-1.23566
33.463000,20.209,-4.479,-1.23833
33.563000,20.220,-4.679,-1.23425
33.665000,20.231,-4.882,-1.23273
33.679000,20.216,-4.910,-1.23256
33.819000,20.247,-5.213,-1.23185
33.896000,20.249,-5.357,-1.22765
34.058000,20.316,-5.707,-1.19911
34.166000,20.355,-5.929,-1.18101
34.267000,20.399,-6.152,-1.16395
34.382000,20.455,-6.398,-1.14410
34.472000,20.497,-6.590,-1.12654
34.568000,20.548,-6.794,-1.10905
34.670000,20.607,-7.010,-1.09227
34.771000,20.672,-7.226,-1.07261
34.872000,20.748,-7.453,-1.05286
34.970000,20.819,-7.658,-1.03370
35.067000,20.900,-7.874,-1.01323
35.171000,20.987,-8.089,-0.98979
35.268000,21.080,-8.305,-0.97098
35.370000,21.178,-8.519,-0.94936
35.443000,21.246,-8.678,-0.93281
35.469000,21.245,-8.727,-0.93098
35.569000,21.355,-8.940,-0.91096
35.667000,21.470,-9.152,-0.89289
35.767000,21.580,-9.369,-0.88723
35.868000,21.680,-9.596,-0.89977
35.966000,21.758,-9.822,-0.92483
36.064000,21.820,-10.068,-0.96661
36.125000,21.831,-10.214,-0.99290
36.167000,21.826,-10.322,-1.01799
36.260000,21.842,-10.543,-1.06737
36.270000,21.828,-10.564,-1.07077
36.271000,21.829,-10.577,-1.07352
36.371000,21.830,-10.807,-1.12621
36.427000,21.811,-10.947,-1.15907
36.470000,21.784,-11.036,-1.17660
36.571000,21.757,-11.268,-1.23112
36.670000,21.717,-11.493,-1.28502
36.766000,21.666,-11.712,-1.33494
36.868000,21.603,-11.925,-1.38331
36.969000,21.530,-12.130,-1.43119
36.970000,21.526,-12.141,-1.43354
37.068000,21.445,-12.329,-1.47690
37.169000,21.353,-12.521,-1.52131
37.170000,21.348,-12.531,-1.52369
37.264000,21.250,-12.706,-1.56691
37.368000,21.135,-12.881,-1.61986
37.467000,21.013,-13.048,-1.67154
37.566000,20.892,-13.212,-1.71038
37.676000,20.763,-13.380,-1.74635
37.768000,20.638,-13.527,-1.78018
37.866000,20.502,-13.678,-1.81543
37.972000,20.356,-13.833,-1.85136
38.014000,20.282,-13.884,-1.86468
38.072000,20.182,-13.964,-1.88384
38.168000,20.033,-14.090,-1.91879
38.306000,19.820,-14.259,-1.97610
38.464000,19.555,-14.434,-2.05811
38.501000,19.475,-14.460,-2.07579
38.569000,19.340,-14.519,-2.11130
38.673000,19.147,-14.602,-2.16661
38.767000,18.968,-14.670,-2.20997
38.870000,18.782,-14.737,-2.25140
38.871000,18.773,-14.740,-2.25340
38.974000,18.584,-14.799,-2.29174
39.070000,18.401,-14.848,-2.32767
39.196000,18.166,-14.908,-2.37358
39.375000,17.840,-15.002,-2.41826
39.468000,17.655,-15.049,-2.43125
39.569000,17.458,-15.097,-2.44688
39.674000,17.249,-15.147,-2.45797
39.675000,17.239,-15.150,-2.45865
39.769000,17.053,-15.190,-2.46706
39.876000,16.838,-15.238,-2.47821
40.046000,16.493,-15.342,-2.47729
40.066000,16.431,-15.344,-2.47608
40.169000,16.220,-15.403,-2.47075
40.264000,16.006,-15.464,-2.46497
40.265000,15.995,-15.467,-2.46463
40.372000,15.778,-15.529,-2.45944
40.467000,15.569,-15.589,-2.45269
40.566000,15.344,-15.647,-2.45760
40.670000,15.113,-15.695,-2.47383
40.771000,14.869,-15.742,-2.49415
40.868000,14.644,-15.789,-2.49974
40.910000,14.533,-15.803,-2.50083
41.049000,14.212,-15.888,-2.49707
41.131000,14.002,-15.934,-2.49405
41.268000,13.682,-16.018,-2.49401
41.366000,13.434,-16.077,-2.49237
41.468000,13.183,-16.138,-2.49354
41.573000,12.918,-16.204,-2.49233
41.670000,12.673,-16.263,-2.48924
41.770000,12.414,-16.327,-2.48834
41.819000,12.268,-16.352,-2.48738
41.870000,12.120,-16.375,-2.48498
41.966000,11.851,-16.428,-2.49794
42.068000,11.576,-16.464,-2.52679
42.160000,11.324,-16.480,-2.56404
42.170000,11.271,-16.475,-2.56734
42.272000,10.996,-16.471,-2.61842
42.331000,10.834,-16.453,-2.64236
42.369000,10.709,-16.433,-2.65790
42.468000,10.447,-16.405,-2.70460
42.569000,10.188,-16.374,-2.73848
42.707000,9.841,-16.322,-2.78866
42.868000,9.455,-16.246,-2.84410
42.969000,9.207,-16.182,-2.87729
43.067000,8.963,-16.109,-2.91123
43.174000,8.711,-16.025,-2.94582
43.175000,8.699,-16.021,-2.94766
43.268000,8.483,-15.939,-2.97857
43.371000,8.249,-15.844,-3.01079
43.372000,8.237,-15.839,-3.01228
43.485000,7.987,-15.728,-3.04808
43.643000,7.629,-15.584,-3.07099
43.773000,7.332,-15.455,-3.09021
43.868000,7.109,-15.347,-3.10888
43.912000,6.989,-15.284,-3.11646
43.972000,6.840,-15.204,-3.12504
44.069000,6.621,-15.081,3.13408
44.102000,6.525,-15.020,3.12338
44.205000,6.298,-14.868,3.08298
44.274000,6.154,-14.760,3.05910
44.393000,5.924,-14.565,3.00280
44.550000,5.657,-14.311,2.93240
44.655000,5.471,-14.134,2.90072
44.771000,5.269,-13.941,2.87720
44.868000,5.088,-13.772,2.86436
44.937000,4.958,-13.657,2.86027
45.068000,4.710,-13.436,2.85542
45.085000,4.664,-13.397,2.85378
45.252000,4.362,-13.109,2.83969
45.340000,4.202,-12.948,2.82400
45.468000,3.974,-12.703,2.79886
45.573000,3.792,-12.493,2.77660
45.671000,3.622,-12.288,2.75228
45.729000,3.514,-12.166,2.74655
45.768000,3.429,-12.072,2.74229
45.889000,3.226,-11.826,2.72586
46.051000,2.967,-11.494,2.70429
46.170000,2.780,-11.226,2.67203
46.270000,2.629,-10.992,2.64535
46.370000,2.489,-10.753,2.61205
46.470000,2.360,-10.510,2.57429
46.506000,2.297,-10.398,2.56172
46.664000,2.144,-10.028,2.49968
46.769000,2.033,-9.772,2.47013
46.910000,1.890,-9.436,2.44889
47.069000,1.736,-9.046,2.42532
47.168000,1.634,-8.790,2.41101
47.269000,1.531,-8.518,2.39368
47.370000,1.439,-8.267,2.37808
47.566000,1.288,-7.753,2.34209
47.668000,1.210,-7.478,2.31781
47.797000,1.131,-7.137,2.28565
47.869000,1.082,-6.921,2.26356
47.969000,1.034,-6.640,2.23160
48.115000,0.997,-6.245,2.17845
48.269000,0.983,-5.826,2.11798
48.379000,0.981,-5.525,2.07829
48.478000,0.987,-5.251,2.04431
48.601000,1.004,-4.930,2.00761
48.699000,1.009,-4.656,1.99308
48.870000,1.042,-4.203,1.97525
48.970000,1.055,-3.923,1.96444
49.071000,1.077,-3.629,1.94912
49.170000,1.102,-3.359,1.93196
49.268000,1.139,-3.077,1.91133
49.370000,1.184,-2.796,1.89151
49.570000,1.329,-2.267,1.82952
49.700000,1.437,-1.922,1.78322
49.804000,1.537,-1.633,1.74509
49.905000,1.634,-1.373,1.71079
50.017000,1.753,-1.096,1.67441
50.169000,1.941,-0.739,1.62399
50.272000,2.075,-0.489,1.58878
50.468000,2.365,-0.065,1.52162
50.571000,2.503,0.164,1.50347
50.670000,2.642,0.395,1.49096
50.770000,2.777,0.632,1.48455
50.870000,2.917,0.885,1.48859
50.967000,3.040,1.121,1.49546
51.065000,3.164,1.359,1.49816
51.171000,3.323,1.626,1.48840
51.343000,3.619,1.998,1.43571
51.469000,3.845,2.263,1.39126
51.568000,4.037,2.459,1.34133
51.671000,4.235,2.638,1.29048
51.773000,4.449,2.806,1.23651
51.869000,4.645,2.942,1.18477
51.974000,4.868,3.065,1.12402
52.068000,5.066,3.162,1.07173
52.167000,5.274,3.246,1.01654
52.374000,5.712,3.367,0.92636
52.469000,5.901,3.437,0.90466
52.570000,6.103,3.504,0.88049
52.673000,6.317,3.572,0.85892
52.826000,6.634,3.671,0.85211
52.969000,6.948,3.753,0.83194
53.171000,7.397,3.799,0.75481
53.271000,7.609,3.815,0.71519
53.373000,7.827,3.809,0.65878
53.571000,8.228,3.741,0.55545
53.670000,8.417,3.713,0.52011
53.769000,8.606,3.689,0.49772
53.970000,9.021,3.626,0.47958
54.068000,9.209,3.620,0.48673
54.169000,9.410,3.615,0.49567
54.369000,9.842,3.604,0.53074
54.565000,10.274,3.621,0.57561
54.770000,10.740,3.662,0.62379
54.869000,10.960,3.705,0.64809
54.973000,11.193,3.757,0.67163
55.070000,11.404,3.813,0.69681
55.269000,11.878,3.906,0.73040
55.368000,12.108,3.959,0.73170
55.471000,12.353,4.013,0.73188
55.670000,12.836,4.091,0.73144
55.769000,13.076,4.146,0.73252
55.871000,13.332,4.202,0.73237
55.902000,13.388,4.240,0.73355
56.068000,13.811,4.313,0.73514
56.169000,14.060,4.370,0.73322
56.372000,14.606,4.456,0.73583
56.407000,14.665,4.496,0.73628
56.570000,15.109,4.573,0.73691
56.631000,15.255,4.622,0.73805
56.670000,15.344,4.665,0.73808
56.769000,15.609,4.725,0.73873
56.868000,15.876,4.786,0.73583
56.970000,16.145,4.847,0.73664
57.068000,16.416,4.909,0.73635
57.132000,16.584,4.961,0.73797
57.178000,16.692,5.008,0.73644
57.269000,16.936,5.067,0.73805
57.370000,17.209,5.129,0.73562
57.371000,17.222,5.132,0.73563
57.406000,17.285,5.174,0.73464
57.466000,17.452,5.226,0.73375
57.567000,17.725,5.289,0.73496
57.568000,17.738,5.292,0.73494
57.672000,18.011,5.354,0.73666
57.673000,18.024,5.357,0.73663
57.691000,18.045,5.391,0.73775
57.769000,18.242,5.447,0.73897
57.831000,18.409,5.499,0.73897
57.894000,18.561,5.549,0.73858
57.997000,18.844,5.612,0.73767
58.070000,19.019,5.663,0.73664
58.170000,19.272,5.721,0.73408
58.274000,19.529,5.777,0.73115
58.365000,19.737,5.828,0.73342
58.394000,19.789,5.864,0.73240
58.468000,19.951,5.909,0.73123
58.573000,20.179,5.958,0.72951
58.671000,20.373,6.004,0.72890
58.672000,20.383,6.007,0.72895
58.769000,20.569,6.051,0.73158
58.801000,20.613,6.080,0.72992
58.874000,20.748,6.117,0.73124
58.970000,20.916,6.157,0.72985
59.071000,21.086,6.195,0.73014
59.171000,21.246,6.232,0.73351
59.172000,21.253,6.234,0.73350
59.270000,21.396,6.267,0.73230
59.368000,21.538,6.300,0.73157
59.369000,21.545,6.301,0.73165
59.469000,21.670,6.331,0.73396
59.470000,21.676,6.332,0.73392
59.569000,21.793,6.359,0.73309
59.570000,21.799,6.361,0.73309
59.669000,21.907,6.386,0.73205
59.771000,22.018,6.410,0.73295
59.772000,22.023,6.412,0.73285
59.870000,22.108,6.432,0.73355
59.966000,22.190,6.452,0.73270
60.056000,22.265,6.469,0.73440
60.114000,22.301,6.482,0.73395
60.169000,22.335,6.495,0.73262
60.257000,22.389,6.508,0.73233
60.282000,22.398,6.516,0.73194
60.365000,22.438,6.526,0.73122
60.466000,22.482,6.536,0.73102
60.506000,22.493,6.541,0.72799
60.569000,22.512,6.547,0.72546
60.668000,22.536,6.552,0.72833
60.677000,22.537,6.553,0.72971
60.764000,22.550,6.556,0.72602
60.867000,22.556,6.557,0.72792
60.868000,22.556,6.557,0.72781
60.916000,22.556,6.558,0.72866
60.969000,22.556,6.558,0.72803
61.072000,22.555,6.559,0.72706
61.073000,22.555,6.559,0.72705
61.129000,22.555,6.559,0.72663
61.171000,22.554,6.560,0.72683
61.172000,22.554,6.560,0.72687
61.266000,22.554,6.560,0.72881
61.354000,22.553,6.561,0.72732
61.368000,22.553,6.561,0.72688
61.468000,22.553,6.561,0.72631
61.549000,22.552,6.562,0.72314
61.564000,22.552,6.562,0.72419
61.668000,22.552,6.563,0.72239
61.741000,22.551,6.563,0.72147
61.768000,22.551,6.563,0.72208
61.833000,22.551,6.564,0.72211
61.869000,22.550,6.564,0.72186
61.966000,22.550,6.565,0.72358
61.967000,22.550,6.565,0.72361
62.020000,22.549,6.565,0.72397
62.068000,22.549,6.566,0.72207
62.069000,22.549,6.566,0.72205
62.168000,22.549,6.566,0.71941
62.212000,22.548,6.567,0.72092
62.265000,22.548,6.567,0.72159
62.366000,22.547,6.567,0.72034
62.410000,22.547,6.568,0.72025
62.466000,22.547,6.568,0.72213
62.539000,22.546,6.569,0.72191
62.567000,22.546,6.569,0.72180
62.665000,22.546,6.570,0.71993
62.668000,22.546,6.570,0.71986
62.759000,22.545,6.570,0.71987
62.767000,22.545,6.570,0.71987
62.870000,22.545,6.571,0.71921
62.879000,22.545,6.571,0.72132
62.965000,22.544,6.571,0.72011
63.061000,22.544,6.572,0.71988
63.132000,22.543,6.572,0.72273
63.179000,22.543,6.572,0.72281
63.269000,22.543,6.573,0.72038
63.369000,22.542,6.573,0.72052
63.412000,22.542,6.574,0.71876
63.469000,22.542,6.574,0.72203
63.566000,22.541,6.574,0.72374
63.567000,22.541,6.574,0.72389
63.643000,22.541,6.575,0.72536
63.670000,22.541,6.575,0.72659
63.770000,22.540,6.576,0.72524
63.771000,22.540,6.576,0.72531
63.866000,22.540,6.576,0.72607
63.867000,22.540,6.576,0.72600
63.968000,22.540,6.576,0.72287
63.969000,22.540,6.577,0.72288
64.068000,22.539,6.577,0.72497
64.136000,22.539,6.577,0.72248
64.180000,22.538,6.578,0.72122
64.265000,22.538,6.578,0.72329
64.365000,22.538,6.579,0.72617
64.414000,22.537,6.579,0.72847
64.469000,22.537,6.579,0.72460
64.470000,22.537,6.579,0.72462
64.567000,22.537,6.580,0.72647
64.568000,22.537,6.580,0.72649
64.646000,22.536,6.580,0.72491
64.670000,22.536,6.581,0.72011
64.769000,22.536,6.581,0.72233
64.770000,22.536,6.581,0.72220
64.848000,22.535,6.581,0.72220
64.882000,22.535,6.582,0.72268
64.966000,22.534,6.582,0.72151
65.063000,22.534,6.583,0.72253
65.075000,22.534,6.583,0.72206
65.167000,22.534,6.583,0.72303
65.260000,22.533,6.584,0.72164
65.267000,22.533,6.584,0.72182
65.293000,22.533,6.584,0.72334
65.366000,22.533,6.585,0.72338
65.367000,22.533,6.585,0.72330
65.467000,22.532,6.585,0.72077
65.484000,22.532,6.585,0.72172
65.565000,22.532,6.586,0.72111
65.571000,22.531,6.586,0.72126
65.664000,22.531,6.586,0.72460
65.741000,22.531,6.587,0.72561
65.792000,22.530,6.587,0.72613
65.868000,22.530,6.587,0.72940
65.962000,22.530,6.588,0.72902
66.063000,22.529,6.588,0.73355
66.108000,22.529,6.589,0.73269
66.166000,22.529,6.589,0.73380
66.267000,22.528,6.589,0.73603
66.340000,22.528,6.590,0.73663
66.368000,22.528,6.590,0.73633
66.381000,22.527,6.590,0.73688
66.467000,22.527,6.591,0.73815
66.568000,22.527,6.591,0.73679
66.569000,22.527,6.591,0.73681
66.666000,22.526,6.592,0.73565
66.690000,22.526,6.592,0.73463
66.766000,22.526,6.592,0.73478
66.851000,22.525,6.593,0.73204
66.890000,22.525,6.593,0.73113
66.967000,22.525,6.594,0.72964
67.066000,22.524,6.594,0.73093
67.083000,22.524,6.594,0.73093
67.167000,22.524,6.595,0.73275
67.268000,22.524,6.595,0.73274
67.269000,22.524,6.595,0.73290
67.367000,22.523,6.595,0.73325
67.368000,22.523,6.595,0.73343
67.440000,22.523,6.596,0.73489
67.469000,22.523,6.596,0.73483
67.565000,22.522,6.597,0.73345
67.627000,22.522,6.597,0.73314
67.667000,22.522,6.597,0.73341
67.760000,22.521,6.598,0.73150
67.800000,22.521,6.598,0.73217
67.868000,22.521,6.598,0.73262
67.969000,22.520,6.599,0.73195
68.026000,22.520,6.599,0.73116
68.076000,22.520,6.600,0.73332
68.165000,22.519,6.600,0.73218
68.245000,22.519,6.600,0.73021
68.268000,22.519,6.601,0.72740
68.369000,22.518,6.601,0.73091
68.382000,22.518,6.601,0.72915
68.464000,22.518,6.602,0.72883
68.527000,22.517,6.602,0.73070
68.569000,22.517,6.603,0.73311
68.570000,22.517,6.603,0.73303
68.667000,22.517,6.603,0.73198
68.728000,22.516,6.603,0.73287
68.765000,22.516,6.604,0.73342
68.864000,22.516,6.604,0.73326
68.951000,22.515,6.605,0.73274
68.974000,22.515,6.605,0.73256
69.065000,22.515,6.605,0.73329
69.161000,22.514,6.606,0.73102
69.165000,22.514,6.606,0.73124
69.236000,22.514,6.606,0.73009
69.269000,22.514,6.607,0.72845
69.361000,22.513,6.607,0.72827
69.389000,22.513,6.607,0.72875
69.471000,22.513,6.608,0.72870
69.568000,22.512,6.608,0.73106
69.569000,22.512,6.608,0.73098
69.624000,22.512,6.609,0.73090
69.665000,22.512,6.609,0.73052
69.764000,22.511,6.609,0.73102
69.842000,22.511,6.610,0.73240
69.885000,22.511,6.610,0.73393
69.968000,22.510,6.611,0.73571
70.065000,22.510,6.611,0.73297
70.127000,22.510,6.611,0.73197
70.176000,22.509,6.612,0.72975
70.267000,22.509,6.612,0.73197
70.326000,22.509,6.612,0.72942
70.371000,22.508,6.613,0.73115
70.372000,22.508,6.613,0.73108
70.465000,22.508,6.613,0.72891
70.514000,22.508,6.614,0.72785
70.569000,22.507,6.614,0.72712
70.669000,22.507,6.614,0.72756
70.670000,22.507,6.614,0.72749
70.709000,22.507,6.615,0.72461
70.773000,22.506,6.615,0.72131
70.865000,22.506,6.616,0.72129
70.964000,22.506,6.616,0.72107
71.023000,22.505,6.616,0.72042
71.077000,22.505,6.617,0.72106
71.168000,22.505,6.617,0.72196
71.270000,22.504,6.617,0.72227
71.271000,22.504,6.617,0.72210
71.369000,22.504,6.618,0.72414
71.380000,22.504,6.618,0.72467
71.466000,22.503,6.618,0.72650
71.543000,22.503,6.619,0.72608
71.569000,22.503,6.619,0.72572
71.651000,22.502,6.620,0.72650
71.668000,22.502,6.620,0.72610
71.765000,22.502,6.620,0.72439
71.857000,22.502,6.621,0.72530
71.894000,22.501,6.621,0.72357
71.965000,22.501,6.621,0.72220
72.065000,22.500,6.622,0.72037
72.125000,22.500,6.622,0.72162
72.169000,22.500,6.623,0.72260
72.267000,22.499,6.623,0.72722
72.268000,22.499,6.623,0.72724
72.337000,22.499,6.623,0.72647
72.371000,22.499,6.624,0.72745
72.462000,22.498,6.624,0.72495
72.468000,22.498,6.624,0.72528
72.567000,22.498,6.625,0.72772
72.569000,22.498,6.625,0.72764
72.667000,22.498,6.625,0.73042
72.769000,22.497,6.625,0.73007
72.821000,22.497,6.626,0.73257
72.867000,22.497,6.626,0.73181
72.966000,22.496,6.626,0.73091
73.067000,22.496,6.627,0.72968
73.068000,22.496,6.627,0.72961
73.096000,22.496,6.627,0.73111
73.167000,22.495,6.628,0.73015
73.213000,22.495,6.628,0.72960
73.269000,22.495,6.628,0.72865
73.270000,22.495,6.628,0.72849
73.369000,22.494,6.629,0.72538
73.370000,22.494,6.629,0.72531
73.440000,22.494,6.629,0.72162
73.465000,22.494,6.630,0.71850
73.569000,22.493,6.630,0.71813
73.643000,22.493,6.630,0.71926
73.668000,22.493,6.631,0.71958
73.768000,22.492,6.631,0.71775
73.863000,22.492,6.632,0.71758
73.868000,22.492,6.632,0.71749
73.963000,22.492,6.632,0.71808
74.029000,22.491,6.632,0.71635
74.089000,22.491,6.633,0.71676
74.168000,22.491,6.633,0.71721
74.266000,22.490,6.634,0.71695
74.339000,22.490,6.634,0.71649
74.377000,22.489,6.634,0.71507
74.465000,22.489,6.635,0.71387
74.567000,22.489,6.635,0.71499
74.568000,22.489,6.635,0.71499
74.665000,22.488,6.635,0.71429
74.666000,22.488,6.635,0.71435
74.687000,22.488,6.636,0.71380
74.766000,22.488,6.636,0.71308
74.772000,22.488,6.636,0.71294
74.870000,22.487,6.637,0.71216
74.871000,22.487,6.637,0.71212
74.935000,22.487,6.637,0.71356
74.965000,22.487,6.637,0.71295
75.069000,22.486,6.638,0.71640
75.143000,22.486,6.638,0.71679
75.178000,22.486,6.639,0.71921
75.269000,22.485,6.639,0.72137
75.364000,22.485,6.639,0.72128
75.412000,22.485,6.640,0.71770
75.465000,22.484,6.640,0.71932
75.566000,22.484,6.640,0.71831
75.648000,22.484,6.641,0.71708
75.679000,22.483,6.641,0.71935
75.770000,22.483,6.641,0.72117
75.864000,22.483,6.642,0.71853
75.891000,22.482,6.642,0.71788
75.968000,22.482,6.643,0.71717
76.067000,22.482,6.643,0.71527
76.127000,22.481,6.643,0.71634
76.184000,22.481,6.644,0.71514
76.269000,22.481,6.644,0.71458
76.371000,22.480,6.645,0.71647
76.372000,22.480,6.645,0.71648
76.426000,22.480,6.645,0.71650
76.468000,22.480,6.645,0.71873
76.469000,22.480,6.645,0.71872
76.566000,22.479,6.646,0.71821
76.567000,22.479,6.646,0.71819
76.669000,22.479,6.646,0.72214
76.686000,22.479,6.646,0.72154
76.770000,22.478,6.647,0.72271
76.866000,22.478,6.647,0.72171
76.951000,22.478,6.647,0.72629
76.990000,22.477,6.648,0.72647
77.075000,22.477,6.648,0.72731
77.076000,22.477,6.648,0.72728
77.167000,22.477,6.649,0.73050
77.203000,22.476,6.649,0.73007
77.271000,22.476,6.649,0.73083
77.365000,22.476,6.650,0.72933
77.433000,22.475,6.650,0.72877
77.499000,22.475,6.651,0.72648
77.574000,22.475,6.651,0.72654
77.575000,22.475,6.651,0.72663
77.612000,22.474,6.651,0.72633
77.672000,22.474,6.652,0.72592
77.701000,22.474,6.652,0.72581
77.771000,22.473,6.652,0.72474
77.772000,22.473,6.652,0.72453
77.844000,22.473,6.653,0.72538
