frame,t,match_frac,mean_mahal_sqrt,p95_mahal_sqrt,wrong_side_rate,color_confusions,n_obs
0,372.534000,0.667,0.006,0.007,0.000,0,18
1,372.544000,0.667,0.006,0.007,0.000,0,18
2,372.554000,0.667,0.006,0.007,0.000,0,18
3,372.564000,0.667,0.006,0.007,0.000,0,18
4,372.574000,0.667,0.006,0.007,0.000,0,18
5,372.584000,0.667,0.006,0.007,0.000,0,18
6,372.624000,0.667,0.006,0.007,0.000,0,18
7,372.634000,0.667,0.006,0.007,0.000,0,18
8,372.724000,0.667,0.006,0.007,0.000,0,18
9,372.744000,0.667,0.006,0.007,0.000,0,18
10,372.824000,0.667,0.006,0.007,0.000,0,18
11,372.904000,0.667,0.006,0.007,0.000,0,18
12,372.924000,0.667,0.006,0.007,0.000,0,18
13,373.024000,0.667,0.006,0.007,0.000,0,18
14,373.034000,0.667,0.006,0.007,0.000,0,18
15,373.124000,0.667,0.006,0.007,0.000,0,18
16,373.134000,0.667,0.006,0.007,0.000,0,18
17,373.144000,0.667,0.006,0.007,0.000,0,18
18,373.224000,0.667,0.006,0.007,0.000,0,18
19,373.324000,0.667,0.006,0.007,0.000,0,18
20,373.364000,0.667,0.006,0.007,0.000,0,18
21,373.424000,0.667,0.006,0.007,0.000,0,18
22,373.524000,0.667,0.006,0.007,0.000,0,18
23,373.604000,0.667,0.006,0.007,0.000,0,18
24,373.644000,0.667,0.006,0.007,0.000,0,18
25,373.724000,0.667,0.006,0.007,0.000,0,18
26,373.824000,0.667,0.006,0.007,0.000,0,18
27,373.884000,0.667,0.006,0.007,0.000,0,18
28,373.934000,0.667,0.006,0.007,0.000,0,18
29,374.024000,0.667,0.006,0.007,0.000,0,18
30,374.124000,0.667,0.006,0.007,0.000,0,18
31,374.164000,0.667,0.006,0.007,0.000,0,18
32,374.224000,0.667,0.006,0.007,0.000,0,18
33,374.324000,0.667,0.006,0.007,0.000,0,18
34,374.364000,0.667,0.006,0.007,0.000,0,18
35,374.424000,0.667,0.006,0.007,0.000,0,18
36,374.504000,0.667,0.006,0.007,0.000,0,18
37,374.524000,0.667,0.006,0.007,0.000,0,18
38,374.604000,0.667,0.006,0.007,0.000,0,18
39,374.624000,0.667,0.006,0.007,0.000,0,18
40,374.724000,0.667,0.006,0.007,0.000,0,18
41,374.774000,0.667,0.006,0.007,0.000,0,18
42,374.824000,0.667,0.006,0.007,0.000,0,18
43,374.924000,0.667,0.006,0.007,0.000,0,18
44,374.934000,0.667,0.006,0.007,0.000,0,18
45,374.944000,0.667,0.006,0.007,0.000,0,18
46,375.024000,0.667,0.006,0.007,0.000,0,18
47,375.034000,0.667,0.006,0.007,0.000,0,18
48,375.064000,0.667,0.006,0.007,0.000,0,18
49,375.124000,0.667,0.006,0.007,0.000,0,18
50,375.134000,0.667,0.006,0.007,0.000,0,18
51,375.224000,0.667,0.006,0.007,0.000,0,18
52,375.234000,0.667,0.006,0.007,0.000,0,18
53,375.324000,0.667,0.006,0.007,0.000,0,18
54,375.334000,0.667,0.006,0.007,0.000,0,18
55,375.424000,0.667,0.006,0.007,0.000,0,18
56,375.434000,0.667,0.006,0.007,0.000,0,18
57,375.524000,0.667,0.006,0.007,0.000,0,18
58,375.624000,0.667,0.006,0.007,0.000,0,18
59,375.634000,0.667,0.006,0.007,0.000,0,18
60,375.724000,0.667,0.006,0.007,0.000,0,18
61,375.734000,0.667,0.006,0.007,0.000,0,18
62,375.824000,0.667,0.006,0.007,0.000,0,18
63,375.834000,0.667,0.006,0.007,0.000,0,18
64,375.924000,0.667,0.006,0.007,0.000,0,18
65,375.934000,0.667,0.006,0.007,0.000,0,18
66,376.024000,0.667,0.006,0.007,0.000,0,18
67,376.034000,0.667,0.006,0.007,0.000,0,18
68,376.124000,0.667,0.006,0.007,0.000,0,18
69,376.194000,0.667,0.006,0.007,0.000,0,18
70,376.224000,0.667,0.006,0.007,0.000,0,18
71,376.324000,0.667,0.006,0.007,0.000,0,18
72,376.334000,0.667,0.006,0.007,0.000,0,18
73,376.424000,0.667,0.006,0.007,0.000,0,18
74,376.494000,0.667,0.006,0.007,0.000,0,18
75,376.524000,0.667,0.006,0.007,0.000,0,18
76,376.624000,0.667,0.006,0.007,0.000,0,18
77,376.664000,0.667,0.006,0.007,0.000,0,18
78,376.724000,0.667,0.006,0.007,0.000,0,18
79,376.824000,0.667,0.006,0.007,0.000,0,18
80,376.834000,0.667,0.006,0.007,0.000,0,18
81,376.924000,0.667,0.006,0.007,0.000,0,18
82,376.934000,0.667,0.006,0.007,0.000,0,18
83,377.024000,0.667,0.006,0.007,0.000,0,18
84,377.044000,0.667,0.006,0.007,0.000,0,18
85,377.124000,0.667,0.006,0.007,0.000,0,18
86,377.134000,0.667,0.006,0.007,0.000,0,18
87,377.204000,0.667,0.006,0.007,0.000,0,18
88,377.224000,0.667,0.006,0.007,0.000,0,18
89,377.244000,0.667,0.006,0.007,0.000,0,18
90,377.324000,0.667,0.006,0.007,0.000,0,18
91,377.404000,0.667,0.006,0.007,0.000,0,18
92,377.424000,0.667,0.006,0.007,0.000,0,18
93,377.524000,0.667,0.006,0.007,0.000,0,18
94,377.534000,0.667,0.006,0.007,0.000,0,18
95,377.624000,0.667,0.006,0.007,0.000,0,18
96,377.634000,0.667,0.006,0.007,0.000,0,18
97,377.644000,0.667,0.006,0.007,0.000,0,18
98,377.724000,0.667,0.006,0.007,0.000,0,18
99,377.734000,0.667,0.006,0.007,0.000,0,18
100,377.804000,0.667,0.006,0.007,0.000,0,18
101,377.824000,0.667,0.006,0.007,0.000,0,18
102,377.924000,0.667,0.006,0.007,0.000,0,18
103,377.934000,0.667,0.006,0.007,0.000,0,18
104,378.024000,0.667,0.006,0.007,0.000,0,18
105,378.034000,0.667,0.006,0.007,0.000,0,18
106,378.124000,0.667,0.006,0.007,0.000,0,18
107,378.174000,0.667,0.006,0.007,0.000,0,18
108,378.224000,0.667,0.006,0.007,0.000,0,18
109,378.324000,0.667,0.006,0.007,0.000,0,18
110,378.334000,0.667,0.006,0.007,0.000,0,18
111,378.424000,0.667,0.006,0.007,0.000,0,18
112,378.434000,0.667,0.006,0.007,0.000,0,18
113,378.534000,0.667,0.006,0.007,0.000,0,18
114,378.544000,0.667,0.006,0.007,0.000,0,18
115,378.554000,0.667,0.006,0.007,0.000,0,18
116,378.634000,0.667,0.006,0.007,0.000,0,18
117,378.644000,0.667,0.006,0.007,0.000,0,18
118,378.654000,0.667,0.006,0.007,0.000,0,18
119,378.724000,0.667,0.006,0.007,0.000,0,18
120,378.734000,0.667,0.006,0.007,0.000,0,18
121,378.824000,0.667,0.006,0.007,0.000,0,18
122,378.914000,0.667,0.006,0.007,0.000,0,18
123,378.934000,0.667,0.006,0.007,0.000,0,18
124,378.944000,0.667,0.006,0.007,0.000,0,18
125,379.034000,0.667,0.006,0.007,0.000,0,18
126,379.064000,0.667,0.006,0.007,0.000,0,18
127,379.124000,0.667,0.006,0.007,0.000,0,18
128,379.184000,0.667,0.006,0.007,0.000,0,18
129,379.224000,0.667,0.006,0.007,0.000,0,18
130,379.324000,0.667,0.006,0.007,0.000,0,18
131,379.334000,0.667,0.006,0.007,0.000,0,18
132,379.424000,0.667,0.006,0.007,0.000,0,18
133,379.434000,0.667,0.006,0.007,0.000,0,18
134,379.504000,0.667,0.006,0.007,0.000,0,18
135,379.524000,0.667,0.006,0.007,0.000,0,18
136,379.534000,0.667,0.006,0.007,0.000,0,18
137,379.624000,0.667,0.006,0.007,0.000,0,18
138,379.634000,0.667,0.006,0.007,0.000,0,18
139,379.664000,0.667,0.006,0.007,0.000,0,18
140,379.724000,0.667,0.006,0.007,0.000,0,18
141,379.804000,0.667,0.006,0.007,0.000,0,18
142,379.824000,0.667,0.006,0.007,0.000,0,18
143,379.924000,0.667,0.006,0.007,0.000,0,18
144,379.944000,0.667,0.006,0.007,0.000,0,18
145,380.024000,0.667,0.006,0.007,0.000,0,18
146,380.124000,0.667,0.006,0.007,0.000,0,18
147,380.174000,0.667,0.006,0.007,0.000,0,18
148,380.224000,0.667,0.006,0.007,0.000,0,18
149,380.324000,0.667,0.006,0.007,0.000,0,18
150,380.334000,0.667,0.006,0.007,0.000,0,18
151,380.424000,0.667,0.006,0.007,0.000,0,18
152,380.434000,0.667,0.006,0.007,0.000,0,18
153,380.444000,0.667,0.006,0.007,0.000,0,18
154,380.524000,0.667,0.006,0.007,0.000,0,18
155,380.624000,0.667,0.006,0.007,0.000,0,18
156,380.634000,0.667,0.006,0.007,0.000,0,18
157,380.724000,0.667,0.006,0.007,0.000,0,18
158,380.734000,0.667,0.006,0.007,0.000,0,18
159,380.824000,0.667,0.006,0.006,0.000,0,18
160,380.904000,0.667,0.008,0.012,0.000,0,18
161,380.924000,0.667,0.016,0.023,0.000,0,18
162,380.934000,0.667,0.021,0.029,0.000,0,18
163,381.024000,0.667,0.102,0.141,0.000,0,18
164,381.034000,0.667,0.115,0.160,0.000,0,18
165,381.114000,0.667,0.274,0.381,0.000,0,18
166,381.124000,0.667,0.300,0.418,0.000,0,18
167,381.224000,0.667,0.747,1.042,0.000,0,18
168,381.284000,0.667,1.231,1.715,0.000,0,18
169,381.324000,0.667,1.662,2.311,0.000,0,18
170,381.424000,0.278,2.000,2.834,0.000,0,18
171,381.434000,0.222,1.856,2.526,0.000,0,18
172,381.444000,0.222,1.947,2.652,0.000,0,18
173,381.454000,0.222,2.040,2.780,0.000,0,18
174,381.464000,0.167,1.858,2.533,0.000,0,18
175,381.474000,0.167,1.943,2.650,0.000,0,18
176,381.484000,0.167,2.028,2.771,0.000,0,18
177,381.494000,0.167,2.116,2.893,0.000,0,18
178,381.504000,0.111,1.751,2.101,0.000,0,18
179,381.514000,0.111,1.821,2.186,0.000,0,18
180,381.524000,0.111,1.894,2.272,0.000,0,18
181,381.534000,0.111,1.968,2.361,0.000,0,18
182,381.544000,0.111,2.043,2.451,0.000,0,18
183,381.554000,0.111,2.119,2.542,0.000,0,18
184,381.564000,0.111,2.198,2.636,0.000,0,18
185,381.574000,0.111,2.277,2.731,0.000,0,18
186,381.584000,0.111,2.358,2.828,0.000,0,18
187,381.594000,0.111,2.440,2.927,0.000,0,18
188,381.604000,0.056,1.966,1.966,0.000,0,18
189,381.614000,0.056,2.032,2.032,0.000,0,18
190,381.624000,0.056,2.100,2.100,0.000,0,18
191,381.634000,0.056,2.169,2.169,0.000,0,18
192,381.644000,0.056,2.239,2.239,0.000,0,18
193,381.654000,0.056,2.310,2.310,0.000,0,18
194,381.664000,0.056,2.383,2.383,0.000,0,18
195,381.674000,0.056,2.456,2.456,0.000,0,18
196,381.684000,0.056,2.531,2.531,0.000,0,18
197,381.694000,0.056,2.606,2.606,0.000,0,18
198,381.704000,0.056,2.683,2.683,0.000,0,18
199,381.714000,0.056,2.761,2.761,0.000,0,18
200,381.724000,0.056,2.840,2.840,0.000,0,18
201,381.734000,0.056,2.920,2.920,0.000,0,18
202,381.744000,0.056,3.001,3.001,0.000,0,18
203,381.754000,0.000,,,0.000,0,18
204,381.764000,0.000,,,0.000,0,18
205,381.774000,0.000,,,0.000,0,18
206,381.784000,0.000,,,0.000,0,18
207,381.794000,0.000,,,0.000,0,18
208,381.804000,0.000,,,0.000,0,18
209,381.814000,0.000,,,0.000,0,18
210,381.824000,0.000,,,0.000,0,18
211,381.834000,0.000,,,0.000,0,18
212,381.844000,0.000,,,0.000,0,18
213,381.854000,0.000,,,0.000,0,18
214,381.864000,0.000,,,0.000,0,18
215,381.874000,0.000,,,0.000,0,18
216,381.884000,0.000,,,0.000,0,18
217,381.894000,0.000,,,0.000,0,18
218,381.904000,0.000,,,0.000,0,18
219,381.914000,0.000,,,0.000,0,18
220,381.924000,0.000,,,0.000,0,18
221,381.934000,0.000,,,0.000,0,18
222,381.944000,0.000,,,0.000,0,18
223,381.954000,0.000,,,0.000,0,18
224,381.964000,0.000,,,0.000,0,18
225,381.974000,0.000,,,0.000,0,18
226,381.984000,0.000,,,0.000,0,18
227,381.994000,0.000,,,0.000,0,18
228,382.004000,0.000,,,0.000,0,18
229,382.014000,0.000,,,0.000,0,18
230,382.024000,0.000,,,0.000,0,18
231,382.034000,0.000,,,0.000,0,18
232,382.044000,0.000,,,0.000,0,18
233,382.054000,0.000,,,0.000,0,18
234,382.064000,0.000,,,0.000,0,18
235,382.074000,0.000,,,0.000,0,18
236,382.084000,0.000,,,0.000,0,18
237,382.094000,0.000,,,0.000,0,18
238,382.104000,0.000,,,0.000,0,18
239,382.114000,0.000,,,0.000,0,17
240,382.124000,0.000,,,0.000,0,17
241,382.134000,0.000,,,0.000,0,17
242,382.144000,0.000,,,0.000,0,17
243,382.154000,0.000,,,0.000,0,17
244,382.164000,0.000,,,0.000,0,17
245,382.174000,0.000,,,0.000,0,17
246,382.184000,0.000,,,0.000,0,17
247,382.194000,0.000,,,0.000,0,17
248,382.204000,0.000,,,0.000,0,17
249,382.214000,0.000,,,0.000,0,17
250,382.224000,0.000,,,0.000,0,17
251,382.234000,0.000,,,0.000,0,17
252,382.244000,0.000,,,0.000,0,18
253,382.254000,0.000,,,0.000,0,18
254,382.264000,0.000,,,0.000,0,18
255,382.274000,0.000,,,0.000,0,18
256,382.284000,0.000,,,0.000,0,18
257,382.294000,0.000,,,0.000,0,18
258,382.304000,0.000,,,0.000,0,18
259,382.314000,0.000,,,0.000,0,18
260,382.324000,0.000,,,0.000,0,18
261,382.334000,0.000,,,0.000,0,18
262,382.344000,0.000,,,0.000,0,18
263,382.354000,0.000,,,0.000,0,18
264,382.364000,0.000,,,0.000,0,18
265,382.374000,0.000,,,0.000,0,18
266,382.384000,0.000,,,0.000,0,18
267,382.394000,0.000,,,0.000,0,18
268,382.404000,0.000,,,0.000,0,18
269,382.414000,0.000,,,0.000,0,18
270,382.424000,0.000,,,0.000,0,18
271,382.434000,0.000,,,0.000,0,18
272,382.444000,0.000,,,0.000,0,18
273,382.454000,0.000,,,0.000,0,18
274,382.464000,0.000,,,0.000,0,18
275,382.474000,0.000,,,0.000,0,18
276,382.484000,0.000,,,0.000,0,18
277,382.494000,0.000,,,0.000,0,18
278,382.504000,0.000,,,0.000,0,18
279,382.514000,0.000,,,0.000,0,18
280,382.524000,0.000,,,0.000,0,18
281,382.534000,0.000,,,0.000,0,18
282,382.544000,0.000,,,0.000,0,18
283,382.554000,0.000,,,0.000,0,18
284,382.564000,0.000,,,0.000,0,18
285,382.574000,0.000,,,0.000,0,18
286,382.584000,0.056,2.779,2.779,0.000,0,18
287,382.594000,0.056,2.076,2.076,0.000,0,18
288,382.604000,0.056,1.394,1.394,0.000,0,18
289,382.614000,0.056,0.758,0.758,0.000,0,18
290,382.624000,0.056,0.401,0.401,0.000,0,18
291,382.634000,0.056,0.809,0.809,0.000,0,18
292,382.644000,0.056,1.418,1.418,0.000,0,18
293,382.654000,0.056,2.047,2.047,0.000,0,18
294,382.664000,0.056,2.673,2.673,0.000,0,18
295,382.674000,0.000,,,0.000,0,18
296,382.684000,0.000,,,0.000,0,18
297,382.694000,0.000,,,0.000,0,18
298,382.704000,0.000,,,0.000,0,18
299,382.714000,0.000,,,0.000,0,18
300,382.724000,0.000,,,0.000,0,18
301,382.734000,0.000,,,0.000,0,18
302,382.744000,0.000,,,0.000,0,18
303,382.754000,0.000,,,0.000,0,18
304,382.764000,0.000,,,0.000,0,18
305,382.774000,0.000,,,0.000,0,18
306,382.784000,0.000,,,0.000,0,18
307,382.794000,0.000,,,0.000,0,18
308,382.804000,0.000,,,0.000,0,18
309,382.814000,0.000,,,0.000,0,18
310,382.824000,0.000,,,0.000,0,18
311,382.834000,0.000,,,0.000,0,18
312,382.844000,0.000,,,0.000,0,17
313,382.854000,0.000,,,0.000,0,17
314,382.864000,0.000,,,0.000,0,16
315,382.874000,0.000,,,0.000,0,16
316,382.884000,0.000,,,0.000,0,16
317,382.894000,0.000,,,0.000,0,16
318,382.904000,0.000,,,0.000,0,16
319,382.914000,0.000,,,0.000,0,16
320,382.924000,0.000,,,0.000,0,16
321,382.934000,0.000,,,0.000,0,16
322,382.944000,0.000,,,0.000,0,16
323,382.954000,0.000,,,0.000,0,16
324,382.964000,0.000,,,0.000,0,16
325,382.974000,0.000,,,0.000,0,16
326,382.984000,0.000,,,0.000,0,16
327,382.994000,0.000,,,0.000,0,16
328,383.004000,0.000,,,0.000,0,16
329,383.014000,0.000,,,0.000,0,16
330,383.024000,0.000,,,0.000,0,16
331,383.034000,0.000,,,0.000,0,16
332,383.044000,0.000,,,0.000,0,16
333,383.054000,0.000,,,0.000,0,16
334,383.064000,0.000,,,0.000,0,16
335,383.074000,0.000,,,0.000,0,16
336,383.084000,0.000,,,0.000,0,16
337,383.094000,0.000,,,0.000,0,16
338,383.104000,0.000,,,0.000,0,16
339,383.114000,0.000,,,0.000,0,16
340,383.124000,0.000,,,0.000,0,16
341,383.134000,0.000,,,0.000,0,16
342,383.144000,0.000,,,0.000,0,16
343,383.154000,0.000,,,0.000,0,16
344,383.164000,0.000,,,0.000,0,16
345,383.174000,0.000,,,0.000,0,16
346,383.184000,0.000,,,0.000,0,17
347,383.194000,0.000,,,0.000,0,17
348,383.204000,0.000,,,0.000,0,17
349,383.214000,0.000,,,0.000,0,17
350,383.224000,0.000,,,0.000,0,17
351,383.234000,0.000,,,0.000,0,17
352,383.244000,0.000,,,0.000,0,17
353,383.254000,0.000,,,0.000,0,17
354,383.264000,0.000,,,0.000,0,17
355,383.274000,0.000,,,0.000,0,17
356,383.284000,0.000,,,0.000,0,17
357,383.294000,0.000,,,0.000,0,17
358,383.304000,0.000,,,0.000,0,17
359,383.314000,0.000,,,0.000,0,17
360,383.324000,0.000,,,0.000,0,17
361,383.334000,0.000,,,0.000,0,17
362,383.344000,0.000,,,0.000,0,17
363,383.354000,0.059,2.993,2.993,0.000,0,17
364,383.364000,0.059,2.778,2.778,0.000,0,17
365,383.374000,0.059,2.562,2.562,0.000,0,17
366,383.384000,0.059,2.344,2.344,0.000,0,17
367,383.394000,0.059,2.127,2.127,0.000,0,17
368,383.404000,0.059,1.908,1.908,0.000,0,17
369,383.414000,0.059,1.688,1.688,0.000,0,17
370,383.424000,0.059,1.468,1.468,0.000,0,17
371,383.434000,0.059,1.247,1.247,0.000,0,17
372,383.444000,0.059,1.026,1.026,0.000,0,17
373,383.454000,0.059,0.805,0.805,0.000,0,17
374,383.464000,0.059,0.586,0.586,0.000,0,17
375,383.474000,0.059,0.371,0.371,0.000,0,17
376,383.484000,0.059,0.185,0.185,0.000,0,17
377,383.494000,0.059,0.184,0.184,0.000,0,17
378,383.504000,0.059,0.371,0.371,0.000,0,17
379,383.514000,0.059,0.589,0.589,0.000,0,17
380,383.524000,0.059,0.814,0.814,0.000,0,17
381,383.534000,0.667,0.006,0.006,0.000,0,18
382,383.544000,0.667,0.005,0.005,0.000,0,18
383,383.554000,0.667,0.004,0.004,0.000,0,18
384,383.564000,0.667,0.004,0.005,0.000,0,18
385,383.574000,0.667,0.007,0.008,0.000,0,18
386,383.604000,0.667,0.024,0.024,0.000,0,18
387,383.624000,0.667,0.040,0.041,0.000,0,18
388,383.634000,0.667,0.049,0.050,0.000,0,18
